text,class,date,aspect,score
Atendimento ao chegar e ao sair!,1,2025-01-29 00:00:00+00:00,Atendimento da equipe,0.8149504
"Gostaria também de parabenizar a recepcionista Beatriz, que foi muito gentil, dando informações maravilhosas e também dicas de passeio, minha gratidão.",1,2024-11-01 00:00:00+00:00,Atendimento da equipe,0.9890663
serviço de quarto,1,2024-09-10 14:15:15+00:00,Atendimento da equipe,0.45224026
Os funcionários são muito atenciosos.,1,2025-06-05 21:15:34+00:00,Atendimento da equipe,0.8543661
funcionários educados,1,2024-05-27 19:42:03+00:00,Atendimento da equipe,0.5839156
cama confortável,1,2024-02-22 19:56:02+00:00,Quarto,0.66776067
piscina,1,2025-03-25 15:57:20+00:00,Áreas comuns,0.71713257
"Área da piscina possui redes e bancos para descanso, além de ser bem bonita.",1,2025-03-17 00:00:00+00:00,Áreas comuns,0.94136286
bar da piscina,1,2024-12-25 00:00:00+00:00,Áreas comuns,0.49366835
Os quartos são confortáveis,1,2025-02-23 00:00:00+00:00,Quarto,0.73493
Ótimo atendimento,1,2024-05-18 01:07:30+00:00,Atendimento da equipe,0.9587648
Camas confortáveis,1,2024-07-27 10:34:28+00:00,Quarto,0.6030147
cama e travesseiros excelentes,1,2024-03-22 19:47:42+00:00,Quarto,0.95810586
O pessoal da recepção super solícitos,1,2024-12-05 23:52:33+00:00,Atendimento da equipe,0.45749545
"Amei o Hotel, funcionários super simpáticos e solícitos.",1,2024-03-07 00:00:00+00:00,Atendimento da equipe,0.994347
O hotel conta com ... academia,1,2024-08-27 13:55:56+00:00,Áreas comuns,0.6156719
"Conforto, segurança.",1,2025-01-29 00:00:00+00:00,Quarto,0.67932487
quartos com camas confortáveis,1,2024-11-14 00:00:00+00:00,Quarto,0.5853526
"Os funcionários do refeitório, café da manhã são bons.",1,2024-05-24 00:00:00+00:00,Atendimento da equipe,0.9761098
o quarto era bem amplo,1,2024-11-16 00:00:00+00:00,Quarto,0.63451517
piscina funciona até mais tarde,1,2024-04-02 00:40:21+00:00,Áreas comuns,0.50704914
parabéns a limpeza do hotel,1,2024-11-07 00:00:00+00:00,Quarto,0.9686423
Os funcionários foram extremamente receptivos e atenciosos durante toda a estadia.,1,2025-05-30 00:00:00+00:00,Atendimento da equipe,0.80320615
quartos amplos e limpos,1,2025-03-03 00:00:00+00:00,Quarto,0.7690316
"Conforto, segurança.",1,2025-01-29 00:00:00+00:00,Quarto,0.67932487
Obrigada a toda a equipe.,1,2025-03-18 00:00:00+00:00,Atendimento da equipe,0.9829844
"agradeço a toda a equipe principalmente a Beatriz que tenho que ressaltar, me atendeu muito bem",1,2024-11-08 00:00:00+00:00,Atendimento da equipe,0.98372865
sendo o melhor atendimento no bar da piscina.,1,2024-12-25 00:00:00+00:00,Atendimento da equipe,0.99031353
"Ambiente de piscina excelente, contendo piscinas frias, duas jacuzzis, um bar, redes de descanso, espreguiçadeiras e bancos confortáveis.",1,2025-05-08 12:41:56+00:00,Áreas comuns,0.96430314
limpeza excelente,1,2024-08-21 22:03:38+00:00,Quarto,0.8910327
Área de piscinas e jacuzzi,1,2025-01-06 19:12:12+00:00,Áreas comuns,0.50117195
hotel sempre limpo e cheiroso,1,2025-03-16 18:10:30+00:00,Quarto,0.98215497
Quartos amplos e bem equipados,1,2024-01-10 00:00:00+00:00,Quarto,0.765286
Limpo.,1,2024-02-16 12:53:56+00:00,Quarto,0.72137356
o quarto era bem amplo e limpo,1,2024-11-16 00:00:00+00:00,Quarto,0.7714896
esse complexo tem três piscinas duas Jacuzzi,1,2025-02-11 00:00:00+00:00,Áreas comuns,0.44867373
"Hotel bem decorado com piscina, área baby e copa 24 horas para os hóspedes.",1,2025-01-06 00:00:00+00:00,Áreas comuns,0.7989565
resolução imediata do primeiro dia,1,2024-05-23 00:00:00+00:00,Atendimento da equipe,0.5321614
hotel sempre limpo e cheiroso,1,2025-03-16 18:10:30+00:00,Quarto,0.98215497
tem piscinas,1,2025-03-29 13:02:49+00:00,Áreas comuns,0.68595344
funcionários atenciosos,1,2024-07-27 10:34:28+00:00,Atendimento da equipe,0.8696703
o quarto era bem amplo,1,2024-11-16 00:00:00+00:00,Quarto,0.63451517
Excelente atendimento a todos e principalmente a Beatriz.. Fui hospedado e fui muito bem atendido pela funcionária de lá a Beatriz excelente pessoa atenciosa e muito educada super indico e logo logo estarei de volta e espero que a funcionária excelente esteja novamente..parabéns toda equipe e principalmente a Beatriz..,1,2024-11-07 00:00:00+00:00,Atendimento da equipe,0.99036676
quartos espaçosos,1,2024-06-22 00:00:00+00:00,Quarto,0.7803085
O quarto era espaçoso e confortável,1,2024-04-13 15:14:04+00:00,Quarto,0.78276277
fomos muito bem recepcionados,1,2024-06-15 19:13:47+00:00,Atendimento da equipe,0.8459451
